model_tag,model,item_id,condition,prompt,margin,pass_margin_gt_0,pass_margin_gt_1
llama32_3b,Llama-3.2-3B,agr_0252,PP,The journalists of the colleges in question,5.796875,True,True
llama32_3b,Llama-3.2-3B,agr_0253,SS,The administrator of the office in question,5.5703125,True,True
llama32_3b,Llama-3.2-3B,agr_0253,SP,The administrator of the offices in question,3.3359375,True,True
llama32_3b,Llama-3.2-3B,agr_0253,PS,The administrators of the office in question,3.2578125,True,True
llama32_3b,Llama-3.2-3B,agr_0253,PP,The administrators of the offices in question,5.609375,True,True
llama32_3b,Llama-3.2-3B,agr_0254,SS,The director of the network in question,6.171875,True,True
llama32_3b,Llama-3.2-3B,agr_0254,SP,The director of the networks in question,3.6328125,True,True
llama32_3b,Llama-3.2-3B,agr_0254,PS,The directors of the network in question,2.9375,True,True
llama32_3b,Llama-3.2-3B,agr_0254,PP,The directors of the networks in question,5.890625,True,True
llama32_3b,Llama-3.2-3B,agr_0255,SS,The planner of the forum in question,6.25,True,True
llama32_3b,Llama-3.2-3B,agr_0255,SP,The planner of the forums in question,4.5703125,True,True
llama32_3b,Llama-3.2-3B,agr_0255,PS,The planners of the forum in question,4.25,True,True
llama32_3b,Llama-3.2-3B,agr_0255,PP,The planners of the forums in question,6.0078125,True,True
llama32_3b,Llama-3.2-3B,agr_0256,SS,The advisor of the forum in question,5.9609375,True,True
llama32_3b,Llama-3.2-3B,agr_0256,SP,The advisor of the forums in question,3.359375,True,True
llama32_3b,Llama-3.2-3B,agr_0256,PS,The advisors of the forum in question,3.0546875,True,True
llama32_3b,Llama-3.2-3B,agr_0256,PP,The advisors of the forums in question,5.0546875,True,True
llama32_3b,Llama-3.2-3B,agr_0257,SS,The employee of the institution in question,4.828125,True,True
llama32_3b,Llama-3.2-3B,agr_0257,SP,The employee of the institutions in question,1.9609375,True,True
llama32_3b,Llama-3.2-3B,agr_0257,PS,The employees of the institution in question,3.71875,True,True
llama32_3b,Llama-3.2-3B,agr_0257,PP,The employees of the institutions in question,6.0859375,True,True
llama32_3b,Llama-3.2-3B,agr_0258,SS,The scientist of the division in question,3.53125,True,True
llama32_3b,Llama-3.2-3B,agr_0258,SP,The scientist of the divisions in question,0.65625,True,False
llama32_3b,Llama-3.2-3B,agr_0258,PS,The scientists of the division in question,4.46875,True,True
llama32_3b,Llama-3.2-3B,agr_0258,PP,The scientists of the divisions in question,7.03125,True,True
llama32_3b,Llama-3.2-3B,agr_0259,SS,The painter of the board in question,7.484375,True,True
llama32_3b,Llama-3.2-3B,agr_0259,SP,The painter of the boards in question,5.6640625,True,True
llama32_3b,Llama-3.2-3B,agr_0259,PS,The painters of the board in question,3.375,True,True
llama32_3b,Llama-3.2-3B,agr_0259,PP,The painters of the boards in question,5.7421875,True,True
llama32_3b,Llama-3.2-3B,agr_0260,SS,The author of the network in question,3.7109375,True,True
llama32_3b,Llama-3.2-3B,agr_0260,SP,The author of the networks in question,2.6328125,True,True
llama32_3b,Llama-3.2-3B,agr_0260,PS,The authors of the network in question,1.6015625,True,True
llama32_3b,Llama-3.2-3B,agr_0260,PP,The authors of the networks in question,4.140625,True,True
llama32_3b,Llama-3.2-3B,agr_0261,SS,The assistant of the laboratory in question,4.859375,True,True
llama32_3b,Llama-3.2-3B,agr_0261,SP,The assistant of the laboratories in question,2.171875,True,True
llama32_3b,Llama-3.2-3B,agr_0261,PS,The assistants of the laboratory in question,3.9453125,True,True
llama32_3b,Llama-3.2-3B,agr_0261,PP,The assistants of the laboratories in question,6.1953125,True,True
llama32_3b,Llama-3.2-3B,agr_0262,SS,The officer of the bureau in question,5.5703125,True,True
llama32_3b,Llama-3.2-3B,agr_0262,SP,The officer of the bureaus in question,1.6328125,True,True
llama32_3b,Llama-3.2-3B,agr_0262,PS,The officers of the bureau in question,3.7421875,True,True
llama32_3b,Llama-3.2-3B,agr_0262,PP,The officers of the bureaus in question,6.4375,True,True
llama32_3b,Llama-3.2-3B,agr_0263,SS,The assistant of the branch in question,4.546875,True,True
llama32_3b,Llama-3.2-3B,agr_0263,SP,The assistant of the branches in question,1.4453125,True,True
llama32_3b,Llama-3.2-3B,agr_0263,PS,The assistants of the branch in question,3.3359375,True,True
llama32_3b,Llama-3.2-3B,agr_0263,PP,The assistants of the branches in question,5.7734375,True,True
llama32_3b,Llama-3.2-3B,agr_0264,SS,The programmer of the project in question,5.9140625,True,True
llama32_3b,Llama-3.2-3B,agr_0264,SP,The programmer of the projects in question,2.984375,True,True
llama32_3b,Llama-3.2-3B,agr_0264,PS,The programmers of the project in question,3.6796875,True,True
llama32_3b,Llama-3.2-3B,agr_0264,PP,The programmers of the projects in question,5.2578125,True,True
llama32_3b,Llama-3.2-3B,agr_0265,SS,The reporter of the unit in question,4.296875,True,True
llama32_3b,Llama-3.2-3B,agr_0265,SP,The reporter of the units in question,1.203125,True,True
llama32_3b,Llama-3.2-3B,agr_0265,PS,The reporters of the unit in question,2.8984375,True,True
llama32_3b,Llama-3.2-3B,agr_0265,PP,The reporters of the units in question,5.015625,True,True
llama32_3b,Llama-3.2-3B,agr_0266,SS,The member of the service in question,4.2109375,True,True
llama32_3b,Llama-3.2-3B,agr_0266,SP,The member of the services in question,1.265625,True,True
llama32_3b,Llama-3.2-3B,agr_0266,PS,The members of the service in question,3.1953125,True,True
llama32_3b,Llama-3.2-3B,agr_0266,PP,The members of the services in question,6.3046875,True,True
llama32_3b,Llama-3.2-3B,agr_0267,SS,The professor of the program in question,5.828125,True,True
llama32_3b,Llama-3.2-3B,agr_0267,SP,The professor of the programs in question,3.0390625,True,True
llama32_3b,Llama-3.2-3B,agr_0267,PS,The professors of the program in question,3.1796875,True,True
llama32_3b,Llama-3.2-3B,agr_0267,PP,The professors of the programs in question,5.8984375,True,True
llama32_3b,Llama-3.2-3B,agr_0268,SS,The worker of the enterprise in question,5.3046875,True,True
llama32_3b,Llama-3.2-3B,agr_0268,SP,The worker of the enterprises in question,1.4609375,True,True
llama32_3b,Llama-3.2-3B,agr_0268,PS,The workers of the enterprise in question,3.4921875,True,True
llama32_3b,Llama-3.2-3B,agr_0268,PP,The workers of the enterprises in question,5.8671875,True,True
llama32_3b,Llama-3.2-3B,agr_0269,SS,The teacher of the agency in question,4.953125,True,True
llama32_3b,Llama-3.2-3B,agr_0269,SP,The teacher of the agencies in question,1.953125,True,True
llama32_3b,Llama-3.2-3B,agr_0269,PS,The teachers of the agency in question,3.5078125,True,True
llama32_3b,Llama-3.2-3B,agr_0269,PP,The teachers of the agencies in question,6.0,True,True
llama32_3b,Llama-3.2-3B,agr_0270,SS,The executive of the enterprise in question,3.25,True,True
llama32_3b,Llama-3.2-3B,agr_0270,SP,The executive of the enterprises in question,0.71875,True,False
llama32_3b,Llama-3.2-3B,agr_0270,PS,The executives of the enterprise in question,2.7890625,True,True
llama32_3b,Llama-3.2-3B,agr_0270,PP,The executives of the enterprises in question,5.2734375,True,True
llama32_3b,Llama-3.2-3B,agr_0271,SS,The auditor of the network in question,4.8359375,True,True
llama32_3b,Llama-3.2-3B,agr_0271,SP,The auditor of the networks in question,3.21875,True,True
llama32_3b,Llama-3.2-3B,agr_0271,PS,The auditors of the network in question,2.7421875,True,True
llama32_3b,Llama-3.2-3B,agr_0271,PP,The auditors of the networks in question,5.1015625,True,True
llama32_3b,Llama-3.2-3B,agr_0272,SS,The journalist of the district in question,4.59375,True,True
llama32_3b,Llama-3.2-3B,agr_0272,SP,The journalist of the districts in question,1.34375,True,True
llama32_3b,Llama-3.2-3B,agr_0272,PS,The journalists of the district in question,3.359375,True,True
llama32_3b,Llama-3.2-3B,agr_0272,PP,The journalists of the districts in question,6.09375,True,True
llama32_3b,Llama-3.2-3B,agr_0273,SS,The representative of the department in question,4.7734375,True,True
llama32_3b,Llama-3.2-3B,agr_0273,SP,The representative of the departments in question,1.421875,True,True
llama32_3b,Llama-3.2-3B,agr_0273,PS,The representatives of the department in question,2.2265625,True,True
llama32_3b,Llama-3.2-3B,agr_0273,PP,The representatives of the departments in question,5.703125,True,True
llama32_3b,Llama-3.2-3B,agr_0274,SS,The assistant of the committee in question,4.7421875,True,True
llama32_3b,Llama-3.2-3B,agr_0274,SP,The assistant of the committees in question,1.578125,True,True
llama32_3b,Llama-3.2-3B,agr_0274,PS,The assistants of the committee in question,3.1875,True,True
llama32_3b,Llama-3.2-3B,agr_0274,PP,The assistants of the committees in question,6.015625,True,True
llama32_3b,Llama-3.2-3B,agr_0275,SS,The manager of the group in question,5.140625,True,True
llama32_3b,Llama-3.2-3B,agr_0275,SP,The manager of the groups in question,2.046875,True,True
llama32_3b,Llama-3.2-3B,agr_0275,PS,The managers of the group in question,3.2109375,True,True
llama32_3b,Llama-3.2-3B,agr_0275,PP,The managers of the groups in question,5.71875,True,True
llama32_3b,Llama-3.2-3B,agr_0276,SS,The administrator of the foundation in question,5.796875,True,True
llama32_3b,Llama-3.2-3B,agr_0276,SP,The administrator of the foundations in question,3.3046875,True,True
llama32_3b,Llama-3.2-3B,agr_0276,PS,The administrators of the foundation in question,3.4921875,True,True
llama32_3b,Llama-3.2-3B,agr_0276,PP,The administrators of the foundations in question,6.1328125,True,True
llama32_3b,Llama-3.2-3B,agr_0277,SS,The executive of the system in question,3.5625,True,True
llama32_3b,Llama-3.2-3B,agr_0277,SP,The executive of the systems in question,0.984375,True,False
llama32_3b,Llama-3.2-3B,agr_0277,PS,The executives of the system in question,2.8828125,True,True
llama32_3b,Llama-3.2-3B,agr_0277,PP,The executives of the systems in question,4.9296875,True,True
llama32_3b,Llama-3.2-3B,agr_0278,SS,The author of the department in question,4.390625,True,True
llama32_3b,Llama-3.2-3B,agr_0278,SP,The author of the departments in question,2.1875,True,True
llama32_3b,Llama-3.2-3B,agr_0278,PS,The authors of the department in question,1.625,True,True
llama32_3b,Llama-3.2-3B,agr_0278,PP,The authors of the departments in question,5.890625,True,True
llama32_3b,Llama-3.2-3B,agr_0279,SS,The inspector of the district in question,5.6796875,True,True
llama32_3b,Llama-3.2-3B,agr_0279,SP,The inspector of the districts in question,2.5234375,True,True
llama32_3b,Llama-3.2-3B,agr_0279,PS,The inspectors of the district in question,3.4765625,True,True
llama32_3b,Llama-3.2-3B,agr_0279,PP,The inspectors of the districts in question,5.6015625,True,True
llama32_3b,Llama-3.2-3B,agr_0280,SS,The member of the organization in question,3.6328125,True,True
llama32_3b,Llama-3.2-3B,agr_0280,SP,The member of the organizations in question,1.203125,True,True
llama32_3b,Llama-3.2-3B,agr_0280,PS,The members of the organization in question,3.9453125,True,True
llama32_3b,Llama-3.2-3B,agr_0280,PP,The members of the organizations in question,6.625,True,True
llama32_3b,Llama-3.2-3B,agr_0281,SS,The scientist of the program in question,3.71875,True,True
llama32_3b,Llama-3.2-3B,agr_0281,SP,The scientist of the programs in question,1.0859375,True,True
llama32_3b,Llama-3.2-3B,agr_0281,PS,The scientists of the program in question,3.984375,True,True
llama32_3b,Llama-3.2-3B,agr_0281,PP,The scientists of the programs in question,6.03125,True,True
llama32_3b,Llama-3.2-3B,agr_0282,SS,The programmer of the program in question,5.40625,True,True
llama32_3b,Llama-3.2-3B,agr_0282,SP,The programmer of the programs in question,3.2265625,True,True
llama32_3b,Llama-3.2-3B,agr_0282,PS,The programmers of the program in question,3.203125,True,True
llama32_3b,Llama-3.2-3B,agr_0282,PP,The programmers of the programs in question,4.5703125,True,True
llama32_3b,Llama-3.2-3B,agr_0283,SS,The planner of the council in question,5.0,True,True
llama32_3b,Llama-3.2-3B,agr_0283,SP,The planner of the councils in question,3.2265625,True,True
llama32_3b,Llama-3.2-3B,agr_0283,PS,The planners of the council in question,3.75,True,True
llama32_3b,Llama-3.2-3B,agr_0283,PP,The planners of the councils in question,5.921875,True,True
llama32_3b,Llama-3.2-3B,agr_0284,SS,The owner of the team in question,4.609375,True,True
llama32_3b,Llama-3.2-3B,agr_0284,SP,The owner of the teams in question,1.3984375,True,True
llama32_3b,Llama-3.2-3B,agr_0284,PS,The owners of the team in question,3.0859375,True,True
llama32_3b,Llama-3.2-3B,agr_0284,PP,The owners of the teams in question,6.0859375,True,True
llama32_3b,Llama-3.2-3B,agr_0285,SS,The commissioner of the club in question,5.0703125,True,True
llama32_3b,Llama-3.2-3B,agr_0285,SP,The commissioner of the clubs in question,1.9453125,True,True
llama32_3b,Llama-3.2-3B,agr_0285,PS,The commissioners of the club in question,2.8203125,True,True
llama32_3b,Llama-3.2-3B,agr_0285,PP,The commissioners of the clubs in question,5.3671875,True,True
llama32_3b,Llama-3.2-3B,agr_0286,SS,The planner of the unit in question,5.1796875,True,True
llama32_3b,Llama-3.2-3B,agr_0286,SP,The planner of the units in question,3.515625,True,True
llama32_3b,Llama-3.2-3B,agr_0286,PS,The planners of the unit in question,3.5234375,True,True
llama32_3b,Llama-3.2-3B,agr_0286,PP,The planners of the units in question,5.09375,True,True
llama32_3b,Llama-3.2-3B,agr_0287,SS,The trainer of the foundation in question,5.109375,True,True
llama32_3b,Llama-3.2-3B,agr_0287,SP,The trainer of the foundations in question,2.515625,True,True
llama32_3b,Llama-3.2-3B,agr_0287,PS,The trainers of the foundation in question,3.2421875,True,True
llama32_3b,Llama-3.2-3B,agr_0287,PP,The trainers of the foundations in question,5.53125,True,True
llama32_3b,Llama-3.2-3B,agr_0288,SS,The scientist of the college in question,4.609375,True,True
llama32_3b,Llama-3.2-3B,agr_0288,SP,The scientist of the colleges in question,0.671875,True,False
llama32_3b,Llama-3.2-3B,agr_0288,PS,The scientists of the college in question,4.1328125,True,True
llama32_3b,Llama-3.2-3B,agr_0288,PP,The scientists of the colleges in question,6.2421875,True,True
llama32_3b,Llama-3.2-3B,agr_0289,SS,The developer of the unit in question,6.109375,True,True
llama32_3b,Llama-3.2-3B,agr_0289,SP,The developer of the units in question,3.796875,True,True
llama32_3b,Llama-3.2-3B,agr_0289,PS,The developers of the unit in question,2.859375,True,True
llama32_3b,Llama-3.2-3B,agr_0289,PP,The developers of the units in question,5.015625,True,True
llama32_3b,Llama-3.2-3B,agr_0290,SS,The worker of the station in question,5.6484375,True,True
llama32_3b,Llama-3.2-3B,agr_0290,SP,The worker of the stations in question,0.875,True,False
llama32_3b,Llama-3.2-3B,agr_0290,PS,The workers of the station in question,3.5546875,True,True
llama32_3b,Llama-3.2-3B,agr_0290,PP,The workers of the stations in question,6.1328125,True,True
llama32_3b,Llama-3.2-3B,agr_0291,SS,The journalist of the company in question,4.5390625,True,True
llama32_3b,Llama-3.2-3B,agr_0291,SP,The journalist of the companies in question,1.015625,True,True
llama32_3b,Llama-3.2-3B,agr_0291,PS,The journalists of the company in question,2.90625,True,True
llama32_3b,Llama-3.2-3B,agr_0291,PP,The journalists of the companies in question,5.75,True,True
llama32_3b,Llama-3.2-3B,agr_0292,SS,The artist of the coalition in question,3.9140625,True,True
llama32_3b,Llama-3.2-3B,agr_0292,SP,The artist of the coalitions in question,2.2265625,True,True
llama32_3b,Llama-3.2-3B,agr_0292,PS,The artists of the coalition in question,3.8203125,True,True
llama32_3b,Llama-3.2-3B,agr_0292,PP,The artists of the coalitions in question,6.4453125,True,True
llama32_3b,Llama-3.2-3B,agr_0293,SS,The driver of the hospital in question,6.1015625,True,True
llama32_3b,Llama-3.2-3B,agr_0293,SP,The driver of the hospitals in question,2.0390625,True,True
llama32_3b,Llama-3.2-3B,agr_0293,PS,The drivers of the hospital in question,2.59375,True,True
llama32_3b,Llama-3.2-3B,agr_0293,PP,The drivers of the hospitals in question,5.234375,True,True
llama32_3b,Llama-3.2-3B,agr_0294,SS,The evaluator of the district in question,5.3359375,True,True
llama32_3b,Llama-3.2-3B,agr_0294,SP,The evaluator of the districts in question,3.0546875,True,True
llama32_3b,Llama-3.2-3B,agr_0294,PS,The evaluators of the district in question,3.78125,True,True
llama32_3b,Llama-3.2-3B,agr_0294,PP,The evaluators of the districts in question,5.1640625,True,True
llama32_3b,Llama-3.2-3B,agr_0295,SS,The lecturer of the district in question,5.109375,True,True
llama32_3b,Llama-3.2-3B,agr_0295,SP,The lecturer of the districts in question,1.9921875,True,True
llama32_3b,Llama-3.2-3B,agr_0295,PS,The lecturers of the district in question,2.90625,True,True
llama32_3b,Llama-3.2-3B,agr_0295,PP,The lecturers of the districts in question,5.234375,True,True
llama32_3b,Llama-3.2-3B,agr_0296,SS,The assistant of the federation in question,4.9765625,True,True
llama32_3b,Llama-3.2-3B,agr_0296,SP,The assistant of the federations in question,1.75,True,True
llama32_3b,Llama-3.2-3B,agr_0296,PS,The assistants of the federation in question,2.796875,True,True
llama32_3b,Llama-3.2-3B,agr_0296,PP,The assistants of the federations in question,5.796875,True,True
llama32_3b,Llama-3.2-3B,agr_0297,SS,The teacher of the board in question,4.984375,True,True
llama32_3b,Llama-3.2-3B,agr_0297,SP,The teacher of the boards in question,2.8984375,True,True
llama32_3b,Llama-3.2-3B,agr_0297,PS,The teachers of the board in question,3.1796875,True,True
llama32_3b,Llama-3.2-3B,agr_0297,PP,The teachers of the boards in question,5.65625,True,True
llama32_3b,Llama-3.2-3B,agr_0298,SS,The driver of the department in question,4.828125,True,True
llama32_3b,Llama-3.2-3B,agr_0298,SP,The driver of the departments in question,0.90625,True,False
llama32_3b,Llama-3.2-3B,agr_0298,PS,The drivers of the department in question,2.4921875,True,True
llama32_3b,Llama-3.2-3B,agr_0298,PP,The drivers of the departments in question,5.890625,True,True
llama32_3b,Llama-3.2-3B,agr_0299,SS,The engineer of the district in question,5.8359375,True,True
llama32_3b,Llama-3.2-3B,agr_0299,SP,The engineer of the districts in question,2.8046875,True,True
llama32_3b,Llama-3.2-3B,agr_0299,PS,The engineers of the district in question,3.8125,True,True
llama32_3b,Llama-3.2-3B,agr_0299,PP,The engineers of the districts in question,5.8515625,True,True
llama32_3b,Llama-3.2-3B,agr_0300,SS,The painter of the association in question,4.734375,True,True
llama32_3b,Llama-3.2-3B,agr_0300,SP,The painter of the associations in question,3.0234375,True,True
llama32_3b,Llama-3.2-3B,agr_0300,PS,The painters of the association in question,3.75,True,True
llama32_3b,Llama-3.2-3B,agr_0300,PP,The painters of the associations in question,5.9296875,True,True
llama32_3b,Llama-3.2-3B,agr_0301,SS,The manager of the branch in question,7.28125,True,True
llama32_3b,Llama-3.2-3B,agr_0301,SP,The manager of the branches in question,3.5546875,True,True
llama32_3b,Llama-3.2-3B,agr_0301,PS,The managers of the branch in question,2.9765625,True,True
llama32_3b,Llama-3.2-3B,agr_0301,PP,The managers of the branches in question,5.984375,True,True
llama32_3b,Llama-3.2-3B,agr_0302,SS,The programmer of the club in question,5.3359375,True,True
llama32_3b,Llama-3.2-3B,agr_0302,SP,The programmer of the clubs in question,2.8046875,True,True
llama32_3b,Llama-3.2-3B,agr_0302,PS,The programmers of the club in question,3.109375,True,True
llama32_3b,Llama-3.2-3B,agr_0302,PP,The programmers of the clubs in question,5.03125,True,True
llama32_3b,Llama-3.2-3B,agr_0303,SS,The evaluator of the association in question,4.7265625,True,True
llama32_3b,Llama-3.2-3B,agr_0303,SP,The evaluator of the associations in question,2.9921875,True,True
llama32_3b,Llama-3.2-3B,agr_0303,PS,The evaluators of the association in question,3.140625,True,True
llama32_3b,Llama-3.2-3B,agr_0303,PP,The evaluators of the associations in question,5.0703125,True,True
llama32_3b,Llama-3.2-3B,agr_0304,SS,The artist of the office in question,4.9609375,True,True
llama32_3b,Llama-3.2-3B,agr_0304,SP,The artist of the offices in question,3.375,True,True
llama32_3b,Llama-3.2-3B,agr_0304,PS,The artists of the office in question,3.828125,True,True
llama32_3b,Llama-3.2-3B,agr_0304,PP,The artists of the offices in question,5.6953125,True,True
llama32_3b,Llama-3.2-3B,agr_0305,SS,The auditor of the alliance in question,5.3046875,True,True
llama32_3b,Llama-3.2-3B,agr_0305,SP,The auditor of the alliances in question,3.0859375,True,True
llama32_3b,Llama-3.2-3B,agr_0305,PS,The auditors of the alliance in question,3.265625,True,True
llama32_3b,Llama-3.2-3B,agr_0305,PP,The auditors of the alliances in question,5.59375,True,True
llama32_3b,Llama-3.2-3B,agr_0306,SS,The teacher of the district in question,5.3125,True,True
llama32_3b,Llama-3.2-3B,agr_0306,SP,The teacher of the districts in question,2.4375,True,True
llama32_3b,Llama-3.2-3B,agr_0306,PS,The teachers of the district in question,3.9296875,True,True
llama32_3b,Llama-3.2-3B,agr_0306,PP,The teachers of the districts in question,6.2265625,True,True
llama32_3b,Llama-3.2-3B,agr_0307,SS,The student of the facility in question,4.0625,True,True
llama32_3b,Llama-3.2-3B,agr_0307,SP,The student of the facilities in question,2.1015625,True,True
llama32_3b,Llama-3.2-3B,agr_0307,PS,The students of the facility in question,3.8359375,True,True
llama32_3b,Llama-3.2-3B,agr_0307,PP,The students of the facilities in question,5.46875,True,True
llama32_3b,Llama-3.2-3B,agr_0308,SS,The officer of the centre in question,6.40625,True,True
llama32_3b,Llama-3.2-3B,agr_0308,SP,The officer of the centres in question,1.71875,True,True
llama32_3b,Llama-3.2-3B,agr_0308,PS,The officers of the centre in question,3.9921875,True,True
llama32_3b,Llama-3.2-3B,agr_0308,PP,The officers of the centres in question,6.5625,True,True
llama32_3b,Llama-3.2-3B,agr_0309,SS,The engineer of the bureau in question,5.125,True,True
llama32_3b,Llama-3.2-3B,agr_0309,SP,The engineer of the bureaus in question,2.609375,True,True
llama32_3b,Llama-3.2-3B,agr_0309,PS,The engineers of the bureau in question,3.9375,True,True
llama32_3b,Llama-3.2-3B,agr_0309,PP,The engineers of the bureaus in question,6.3125,True,True
llama32_3b,Llama-3.2-3B,agr_0310,SS,The professor of the alliance in question,5.1328125,True,True
llama32_3b,Llama-3.2-3B,agr_0310,SP,The professor of the alliances in question,3.0234375,True,True
llama32_3b,Llama-3.2-3B,agr_0310,PS,The professors of the alliance in question,4.046875,True,True
llama32_3b,Llama-3.2-3B,agr_0310,PP,The professors of the alliances in question,5.6953125,True,True
llama32_3b,Llama-3.2-3B,agr_0311,SS,The officer of the coalition in question,5.0703125,True,True
llama32_3b,Llama-3.2-3B,agr_0311,SP,The officer of the coalitions in question,2.1796875,True,True
llama32_3b,Llama-3.2-3B,agr_0311,PS,The officers of the coalition in question,3.7578125,True,True
llama32_3b,Llama-3.2-3B,agr_0311,PP,The officers of the coalitions in question,6.53125,True,True
llama32_3b,Llama-3.2-3B,agr_0312,SS,The journalist of the club in question,4.421875,True,True
llama32_3b,Llama-3.2-3B,agr_0312,SP,The journalist of the clubs in question,1.4921875,True,True
llama32_3b,Llama-3.2-3B,agr_0312,PS,The journalists of the club in question,3.0234375,True,True
llama32_3b,Llama-3.2-3B,agr_0312,PP,The journalists of the clubs in question,5.5,True,True
llama32_3b,Llama-3.2-3B,agr_0313,SS,The researcher of the district in question,3.84375,True,True
llama32_3b,Llama-3.2-3B,agr_0313,SP,The researcher of the districts in question,2.28125,True,True
llama32_3b,Llama-3.2-3B,agr_0313,PS,The researchers of the district in question,3.1796875,True,True
llama32_3b,Llama-3.2-3B,agr_0313,PP,The researchers of the districts in question,4.8359375,True,True
llama32_3b,Llama-3.2-3B,agr_0314,SS,The inspector of the corporation in question,5.171875,True,True
llama32_3b,Llama-3.2-3B,agr_0314,SP,The inspector of the corporations in question,3.3984375,True,True
llama32_3b,Llama-3.2-3B,agr_0314,PS,The inspectors of the corporation in question,2.984375,True,True
llama32_3b,Llama-3.2-3B,agr_0314,PP,The inspectors of the corporations in question,5.3671875,True,True
llama32_3b,Llama-3.2-3B,agr_0315,SS,The director of the sector in question,5.5703125,True,True
llama32_3b,Llama-3.2-3B,agr_0315,SP,The director of the sectors in question,2.4453125,True,True
llama32_3b,Llama-3.2-3B,agr_0315,PS,The directors of the sector in question,3.625,True,True
llama32_3b,Llama-3.2-3B,agr_0315,PP,The directors of the sectors in question,5.7421875,True,True
llama32_3b,Llama-3.2-3B,agr_0316,SS,The accountant of the department in question,5.40625,True,True
llama32_3b,Llama-3.2-3B,agr_0316,SP,The accountant of the departments in question,3.15625,True,True
llama32_3b,Llama-3.2-3B,agr_0316,PS,The accountants of the department in question,2.4921875,True,True
llama32_3b,Llama-3.2-3B,agr_0316,PP,The accountants of the departments in question,5.2109375,True,True
llama32_3b,Llama-3.2-3B,agr_0317,SS,The manager of the board in question,6.28125,True,True
llama32_3b,Llama-3.2-3B,agr_0317,SP,The manager of the boards in question,3.2265625,True,True
llama32_3b,Llama-3.2-3B,agr_0317,PS,The managers of the board in question,2.3515625,True,True
llama32_3b,Llama-3.2-3B,agr_0317,PP,The managers of the boards in question,5.8359375,True,True
llama32_3b,Llama-3.2-3B,agr_0318,SS,The executive of the hospital in question,3.3515625,True,True
llama32_3b,Llama-3.2-3B,agr_0318,SP,The executive of the hospitals in question,1.0,True,False
llama32_3b,Llama-3.2-3B,agr_0318,PS,The executives of the hospital in question,3.25,True,True
llama32_3b,Llama-3.2-3B,agr_0318,PP,The executives of the hospitals in question,5.875,True,True
llama32_3b,Llama-3.2-3B,agr_0319,SS,The student of the partnership in question,4.8671875,True,True
llama32_3b,Llama-3.2-3B,agr_0319,SP,The student of the partnerships in question,2.046875,True,True
llama32_3b,Llama-3.2-3B,agr_0319,PS,The students of the partnership in question,3.5703125,True,True
llama32_3b,Llama-3.2-3B,agr_0319,PP,The students of the partnerships in question,6.6953125,True,True
llama32_3b,Llama-3.2-3B,agr_0320,SS,The author of the school in question,5.9140625,True,True
llama32_3b,Llama-3.2-3B,agr_0320,SP,The author of the schools in question,2.6796875,True,True
llama32_3b,Llama-3.2-3B,agr_0320,PS,The authors of the school in question,3.015625,True,True
llama32_3b,Llama-3.2-3B,agr_0320,PP,The authors of the schools in question,5.03125,True,True
llama32_3b,Llama-3.2-3B,agr_0321,SS,The lawyer of the panel in question,5.0703125,True,True
llama32_3b,Llama-3.2-3B,agr_0321,SP,The lawyer of the panels in question,3.078125,True,True
llama32_3b,Llama-3.2-3B,agr_0321,PS,The lawyers of the panel in question,3.4296875,True,True
llama32_3b,Llama-3.2-3B,agr_0321,PP,The lawyers of the panels in question,5.2890625,True,True
llama32_3b,Llama-3.2-3B,agr_0322,SS,The executive of the club in question,2.1015625,True,True
llama32_3b,Llama-3.2-3B,agr_0322,SP,The executive of the clubs in question,-0.09375,False,False
llama32_3b,Llama-3.2-3B,agr_0322,PS,The executives of the club in question,3.1640625,True,True
llama32_3b,Llama-3.2-3B,agr_0322,PP,The executives of the clubs in question,6.0703125,True,True
llama32_3b,Llama-3.2-3B,agr_0323,SS,The architect of the service in question,6.2265625,True,True
llama32_3b,Llama-3.2-3B,agr_0323,SP,The architect of the services in question,3.546875,True,True
llama32_3b,Llama-3.2-3B,agr_0323,PS,The architects of the service in question,3.359375,True,True
llama32_3b,Llama-3.2-3B,agr_0323,PP,The architects of the services in question,5.46875,True,True
llama32_3b,Llama-3.2-3B,agr_0324,SS,The worker of the service in question,4.7265625,True,True
llama32_3b,Llama-3.2-3B,agr_0324,SP,The worker of the services in question,1.65625,True,True
llama32_3b,Llama-3.2-3B,agr_0324,PS,The workers of the service in question,2.875,True,True
llama32_3b,Llama-3.2-3B,agr_0324,PP,The workers of the services in question,5.6171875,True,True
llama32_3b,Llama-3.2-3B,agr_0325,SS,The architect of the program in question,6.84375,True,True
llama32_3b,Llama-3.2-3B,agr_0325,SP,The architect of the programs in question,3.6015625,True,True
llama32_3b,Llama-3.2-3B,agr_0325,PS,The architects of the program in question,3.9375,True,True
llama32_3b,Llama-3.2-3B,agr_0325,PP,The architects of the programs in question,6.46875,True,True
llama32_3b,Llama-3.2-3B,agr_0326,SS,The trainer of the club in question,5.015625,True,True
llama32_3b,Llama-3.2-3B,agr_0326,SP,The trainer of the clubs in question,2.46875,True,True
llama32_3b,Llama-3.2-3B,agr_0326,PS,The trainers of the club in question,3.046875,True,True
llama32_3b,Llama-3.2-3B,agr_0326,PP,The trainers of the clubs in question,5.734375,True,True
