item_id,base_item_index,template_id,verb_pair,subject_singular,subject_plural,distractor_singular,distractor_plural,condition,subject_number,distractor_number,prompt,singular_verb,plural_verb,correct_verb,wrong_verb,full_sentence_example,subject_token_start,subject_token_end,distractor_token_start,distractor_token_end,final_token_position,prompt_token_length
agr_0186,186,of_in_question,be_present,builder,builders,institution,institutions,PS,plural,singular,The builders of the institution in question,is,are,are,is,The builders of the institution in question are responsible for the decision.,1,1,4,4,6,7
agr_0186,186,of_in_question,be_present,builder,builders,institution,institutions,PP,plural,plural,The builders of the institutions in question,is,are,are,is,The builders of the institutions in question are responsible for the decision.,1,1,4,4,6,7
agr_0187,187,of_in_question,be_present,painter,painters,institution,institutions,SS,singular,singular,The painter of the institution in question,is,are,is,are,The painter of the institution in question is responsible for the decision.,1,1,4,4,6,7
agr_0187,187,of_in_question,be_present,painter,painters,institution,institutions,SP,singular,plural,The painter of the institutions in question,is,are,is,are,The painter of the institutions in question is responsible for the decision.,1,1,4,4,6,7
agr_0187,187,of_in_question,be_present,painter,painters,institution,institutions,PS,plural,singular,The painters of the institution in question,is,are,are,is,The painters of the institution in question are responsible for the decision.,1,2,5,5,7,8
agr_0187,187,of_in_question,be_present,painter,painters,institution,institutions,PP,plural,plural,The painters of the institutions in question,is,are,are,is,The painters of the institutions in question are responsible for the decision.,1,2,5,5,7,8
agr_0188,188,of_in_question,be_present,executive,executives,network,networks,SS,singular,singular,The executive of the network in question,is,are,is,are,The executive of the network in question is responsible for the decision.,1,1,4,4,6,7
agr_0188,188,of_in_question,be_present,executive,executives,network,networks,SP,singular,plural,The executive of the networks in question,is,are,is,are,The executive of the networks in question is responsible for the decision.,1,1,4,4,6,7
agr_0188,188,of_in_question,be_present,executive,executives,network,networks,PS,plural,singular,The executives of the network in question,is,are,are,is,The executives of the network in question are responsible for the decision.,1,1,4,4,6,7
agr_0188,188,of_in_question,be_present,executive,executives,network,networks,PP,plural,plural,The executives of the networks in question,is,are,are,is,The executives of the networks in question are responsible for the decision.,1,1,4,4,6,7
agr_0189,189,of_in_question,be_present,operator,operators,consortium,consortiums,SS,singular,singular,The operator of the consortium in question,is,are,is,are,The operator of the consortium in question is responsible for the decision.,1,1,4,4,6,7
agr_0189,189,of_in_question,be_present,operator,operators,consortium,consortiums,SP,singular,plural,The operator of the consortiums in question,is,are,is,are,The operator of the consortiums in question is responsible for the decision.,1,1,4,5,7,8
agr_0189,189,of_in_question,be_present,operator,operators,consortium,consortiums,PS,plural,singular,The operators of the consortium in question,is,are,are,is,The operators of the consortium in question are responsible for the decision.,1,1,4,4,6,7
agr_0189,189,of_in_question,be_present,operator,operators,consortium,consortiums,PP,plural,plural,The operators of the consortiums in question,is,are,are,is,The operators of the consortiums in question are responsible for the decision.,1,1,4,5,7,8
agr_0190,190,of_in_question,be_present,consultant,consultants,corporation,corporations,SS,singular,singular,The consultant of the corporation in question,is,are,is,are,The consultant of the corporation in question is responsible for the decision.,1,1,4,4,6,7
agr_0190,190,of_in_question,be_present,consultant,consultants,corporation,corporations,SP,singular,plural,The consultant of the corporations in question,is,are,is,are,The consultant of the corporations in question is responsible for the decision.,1,1,4,4,6,7
agr_0190,190,of_in_question,be_present,consultant,consultants,corporation,corporations,PS,plural,singular,The consultants of the corporation in question,is,are,are,is,The consultants of the corporation in question are responsible for the decision.,1,1,4,4,6,7
agr_0190,190,of_in_question,be_present,consultant,consultants,corporation,corporations,PP,plural,plural,The consultants of the corporations in question,is,are,are,is,The consultants of the corporations in question are responsible for the decision.,1,1,4,4,6,7
agr_0191,191,of_in_question,be_present,examiner,examiners,laboratory,laboratories,SS,singular,singular,The examiner of the laboratory in question,is,are,is,are,The examiner of the laboratory in question is responsible for the decision.,1,1,4,4,6,7
agr_0191,191,of_in_question,be_present,examiner,examiners,laboratory,laboratories,SP,singular,plural,The examiner of the laboratories in question,is,are,is,are,The examiner of the laboratories in question is responsible for the decision.,1,1,4,4,6,7
agr_0191,191,of_in_question,be_present,examiner,examiners,laboratory,laboratories,PS,plural,singular,The examiners of the laboratory in question,is,are,are,is,The examiners of the laboratory in question are responsible for the decision.,1,2,5,5,7,8
agr_0191,191,of_in_question,be_present,examiner,examiners,laboratory,laboratories,PP,plural,plural,The examiners of the laboratories in question,is,are,are,is,The examiners of the laboratories in question are responsible for the decision.,1,2,5,5,7,8
agr_0192,192,of_in_question,be_present,doctor,doctors,federation,federations,SS,singular,singular,The doctor of the federation in question,is,are,is,are,The doctor of the federation in question is responsible for the decision.,1,1,4,4,6,7
agr_0192,192,of_in_question,be_present,doctor,doctors,federation,federations,SP,singular,plural,The doctor of the federations in question,is,are,is,are,The doctor of the federations in question is responsible for the decision.,1,1,4,5,7,8
agr_0192,192,of_in_question,be_present,doctor,doctors,federation,federations,PS,plural,singular,The doctors of the federation in question,is,are,are,is,The doctors of the federation in question are responsible for the decision.,1,1,4,4,6,7
agr_0192,192,of_in_question,be_present,doctor,doctors,federation,federations,PP,plural,plural,The doctors of the federations in question,is,are,are,is,The doctors of the federations in question are responsible for the decision.,1,1,4,5,7,8
agr_0193,193,of_in_question,be_present,leader,leaders,foundation,foundations,SS,singular,singular,The leader of the foundation in question,is,are,is,are,The leader of the foundation in question is responsible for the decision.,1,1,4,4,6,7
agr_0193,193,of_in_question,be_present,leader,leaders,foundation,foundations,SP,singular,plural,The leader of the foundations in question,is,are,is,are,The leader of the foundations in question is responsible for the decision.,1,1,4,4,6,7
agr_0193,193,of_in_question,be_present,leader,leaders,foundation,foundations,PS,plural,singular,The leaders of the foundation in question,is,are,are,is,The leaders of the foundation in question are responsible for the decision.,1,1,4,4,6,7
agr_0193,193,of_in_question,be_present,leader,leaders,foundation,foundations,PP,plural,plural,The leaders of the foundations in question,is,are,are,is,The leaders of the foundations in question are responsible for the decision.,1,1,4,4,6,7
agr_0194,194,of_in_question,be_present,planner,planners,coalition,coalitions,SS,singular,singular,The planner of the coalition in question,is,are,is,are,The planner of the coalition in question is responsible for the decision.,1,1,4,4,6,7
agr_0194,194,of_in_question,be_present,planner,planners,coalition,coalitions,SP,singular,plural,The planner of the coalitions in question,is,are,is,are,The planner of the coalitions in question is responsible for the decision.,1,1,4,5,7,8
agr_0194,194,of_in_question,be_present,planner,planners,coalition,coalitions,PS,plural,singular,The planners of the coalition in question,is,are,are,is,The planners of the coalition in question are responsible for the decision.,1,1,4,4,6,7
agr_0194,194,of_in_question,be_present,planner,planners,coalition,coalitions,PP,plural,plural,The planners of the coalitions in question,is,are,are,is,The planners of the coalitions in question are responsible for the decision.,1,1,4,5,7,8
agr_0195,195,of_in_question,be_present,examiner,examiners,corporation,corporations,SS,singular,singular,The examiner of the corporation in question,is,are,is,are,The examiner of the corporation in question is responsible for the decision.,1,1,4,4,6,7
agr_0195,195,of_in_question,be_present,examiner,examiners,corporation,corporations,SP,singular,plural,The examiner of the corporations in question,is,are,is,are,The examiner of the corporations in question is responsible for the decision.,1,1,4,4,6,7
agr_0195,195,of_in_question,be_present,examiner,examiners,corporation,corporations,PS,plural,singular,The examiners of the corporation in question,is,are,are,is,The examiners of the corporation in question are responsible for the decision.,1,2,5,5,7,8
agr_0195,195,of_in_question,be_present,examiner,examiners,corporation,corporations,PP,plural,plural,The examiners of the corporations in question,is,are,are,is,The examiners of the corporations in question are responsible for the decision.,1,2,5,5,7,8
agr_0196,196,of_in_question,be_present,lecturer,lecturers,centre,centres,SS,singular,singular,The lecturer of the centre in question,is,are,is,are,The lecturer of the centre in question is responsible for the decision.,1,1,4,4,6,7
agr_0196,196,of_in_question,be_present,lecturer,lecturers,centre,centres,SP,singular,plural,The lecturer of the centres in question,is,are,is,are,The lecturer of the centres in question is responsible for the decision.,1,1,4,4,6,7
agr_0196,196,of_in_question,be_present,lecturer,lecturers,centre,centres,PS,plural,singular,The lecturers of the centre in question,is,are,are,is,The lecturers of the centre in question are responsible for the decision.,1,2,5,5,7,8
agr_0196,196,of_in_question,be_present,lecturer,lecturers,centre,centres,PP,plural,plural,The lecturers of the centres in question,is,are,are,is,The lecturers of the centres in question are responsible for the decision.,1,2,5,5,7,8
agr_0197,197,of_in_question,be_present,technician,technicians,partnership,partnerships,SS,singular,singular,The technician of the partnership in question,is,are,is,are,The technician of the partnership in question is responsible for the decision.,1,1,4,4,6,7
agr_0197,197,of_in_question,be_present,technician,technicians,partnership,partnerships,SP,singular,plural,The technician of the partnerships in question,is,are,is,are,The technician of the partnerships in question is responsible for the decision.,1,1,4,4,6,7
agr_0197,197,of_in_question,be_present,technician,technicians,partnership,partnerships,PS,plural,singular,The technicians of the partnership in question,is,are,are,is,The technicians of the partnership in question are responsible for the decision.,1,1,4,4,6,7
agr_0197,197,of_in_question,be_present,technician,technicians,partnership,partnerships,PP,plural,plural,The technicians of the partnerships in question,is,are,are,is,The technicians of the partnerships in question are responsible for the decision.,1,1,4,4,6,7
agr_0198,198,of_in_question,be_present,instructor,instructors,hospital,hospitals,SS,singular,singular,The instructor of the hospital in question,is,are,is,are,The instructor of the hospital in question is responsible for the decision.,1,1,4,4,6,7
agr_0198,198,of_in_question,be_present,instructor,instructors,hospital,hospitals,SP,singular,plural,The instructor of the hospitals in question,is,are,is,are,The instructor of the hospitals in question is responsible for the decision.,1,1,4,4,6,7
agr_0198,198,of_in_question,be_present,instructor,instructors,hospital,hospitals,PS,plural,singular,The instructors of the hospital in question,is,are,are,is,The instructors of the hospital in question are responsible for the decision.,1,1,4,4,6,7
agr_0198,198,of_in_question,be_present,instructor,instructors,hospital,hospitals,PP,plural,plural,The instructors of the hospitals in question,is,are,are,is,The instructors of the hospitals in question are responsible for the decision.,1,1,4,4,6,7
agr_0199,199,of_in_question,be_present,instructor,instructors,federation,federations,SS,singular,singular,The instructor of the federation in question,is,are,is,are,The instructor of the federation in question is responsible for the decision.,1,1,4,4,6,7
agr_0199,199,of_in_question,be_present,instructor,instructors,federation,federations,SP,singular,plural,The instructor of the federations in question,is,are,is,are,The instructor of the federations in question is responsible for the decision.,1,1,4,5,7,8
agr_0199,199,of_in_question,be_present,instructor,instructors,federation,federations,PS,plural,singular,The instructors of the federation in question,is,are,are,is,The instructors of the federation in question are responsible for the decision.,1,1,4,4,6,7
agr_0199,199,of_in_question,be_present,instructor,instructors,federation,federations,PP,plural,plural,The instructors of the federations in question,is,are,are,is,The instructors of the federations in question are responsible for the decision.,1,1,4,5,7,8
agr_0200,200,of_in_question,be_present,manager,managers,sector,sectors,SS,singular,singular,The manager of the sector in question,is,are,is,are,The manager of the sector in question is responsible for the decision.,1,1,4,4,6,7
agr_0200,200,of_in_question,be_present,manager,managers,sector,sectors,SP,singular,plural,The manager of the sectors in question,is,are,is,are,The manager of the sectors in question is responsible for the decision.,1,1,4,4,6,7
agr_0200,200,of_in_question,be_present,manager,managers,sector,sectors,PS,plural,singular,The managers of the sector in question,is,are,are,is,The managers of the sector in question are responsible for the decision.,1,1,4,4,6,7
agr_0200,200,of_in_question,be_present,manager,managers,sector,sectors,PP,plural,plural,The managers of the sectors in question,is,are,are,is,The managers of the sectors in question are responsible for the decision.,1,1,4,4,6,7
agr_0201,201,of_in_question,be_present,reporter,reporters,laboratory,laboratories,SS,singular,singular,The reporter of the laboratory in question,is,are,is,are,The reporter of the laboratory in question is responsible for the decision.,1,1,4,4,6,7
agr_0201,201,of_in_question,be_present,reporter,reporters,laboratory,laboratories,SP,singular,plural,The reporter of the laboratories in question,is,are,is,are,The reporter of the laboratories in question is responsible for the decision.,1,1,4,4,6,7
agr_0201,201,of_in_question,be_present,reporter,reporters,laboratory,laboratories,PS,plural,singular,The reporters of the laboratory in question,is,are,are,is,The reporters of the laboratory in question are responsible for the decision.,1,1,4,4,6,7
agr_0201,201,of_in_question,be_present,reporter,reporters,laboratory,laboratories,PP,plural,plural,The reporters of the laboratories in question,is,are,are,is,The reporters of the laboratories in question are responsible for the decision.,1,1,4,4,6,7
agr_0202,202,of_in_question,be_present,lecturer,lecturers,company,companies,SS,singular,singular,The lecturer of the company in question,is,are,is,are,The lecturer of the company in question is responsible for the decision.,1,1,4,4,6,7
agr_0202,202,of_in_question,be_present,lecturer,lecturers,company,companies,SP,singular,plural,The lecturer of the companies in question,is,are,is,are,The lecturer of the companies in question is responsible for the decision.,1,1,4,4,6,7
agr_0202,202,of_in_question,be_present,lecturer,lecturers,company,companies,PS,plural,singular,The lecturers of the company in question,is,are,are,is,The lecturers of the company in question are responsible for the decision.,1,2,5,5,7,8
agr_0202,202,of_in_question,be_present,lecturer,lecturers,company,companies,PP,plural,plural,The lecturers of the companies in question,is,are,are,is,The lecturers of the companies in question are responsible for the decision.,1,2,5,5,7,8
agr_0203,203,of_in_question,be_present,reporter,reporters,alliance,alliances,SS,singular,singular,The reporter of the alliance in question,is,are,is,are,The reporter of the alliance in question is responsible for the decision.,1,1,4,4,6,7
agr_0203,203,of_in_question,be_present,reporter,reporters,alliance,alliances,SP,singular,plural,The reporter of the alliances in question,is,are,is,are,The reporter of the alliances in question is responsible for the decision.,1,1,4,4,6,7
agr_0203,203,of_in_question,be_present,reporter,reporters,alliance,alliances,PS,plural,singular,The reporters of the alliance in question,is,are,are,is,The reporters of the alliance in question are responsible for the decision.,1,1,4,4,6,7
agr_0203,203,of_in_question,be_present,reporter,reporters,alliance,alliances,PP,plural,plural,The reporters of the alliances in question,is,are,are,is,The reporters of the alliances in question are responsible for the decision.,1,1,4,4,6,7
agr_0204,204,of_in_question,be_present,worker,workers,alliance,alliances,SS,singular,singular,The worker of the alliance in question,is,are,is,are,The worker of the alliance in question is responsible for the decision.,1,1,4,4,6,7
agr_0204,204,of_in_question,be_present,worker,workers,alliance,alliances,SP,singular,plural,The worker of the alliances in question,is,are,is,are,The worker of the alliances in question is responsible for the decision.,1,1,4,4,6,7
agr_0204,204,of_in_question,be_present,worker,workers,alliance,alliances,PS,plural,singular,The workers of the alliance in question,is,are,are,is,The workers of the alliance in question are responsible for the decision.,1,1,4,4,6,7
agr_0204,204,of_in_question,be_present,worker,workers,alliance,alliances,PP,plural,plural,The workers of the alliances in question,is,are,are,is,The workers of the alliances in question are responsible for the decision.,1,1,4,4,6,7
agr_0205,205,of_in_question,be_present,analyst,analysts,network,networks,SS,singular,singular,The analyst of the network in question,is,are,is,are,The analyst of the network in question is responsible for the decision.,1,1,4,4,6,7
agr_0205,205,of_in_question,be_present,analyst,analysts,network,networks,SP,singular,plural,The analyst of the networks in question,is,are,is,are,The analyst of the networks in question is responsible for the decision.,1,1,4,4,6,7
agr_0205,205,of_in_question,be_present,analyst,analysts,network,networks,PS,plural,singular,The analysts of the network in question,is,are,are,is,The analysts of the network in question are responsible for the decision.,1,1,4,4,6,7
agr_0205,205,of_in_question,be_present,analyst,analysts,network,networks,PP,plural,plural,The analysts of the networks in question,is,are,are,is,The analysts of the networks in question are responsible for the decision.,1,1,4,4,6,7
agr_0206,206,of_in_question,be_present,examiner,examiners,platform,platforms,SS,singular,singular,The examiner of the platform in question,is,are,is,are,The examiner of the platform in question is responsible for the decision.,1,1,4,4,6,7
agr_0206,206,of_in_question,be_present,examiner,examiners,platform,platforms,SP,singular,plural,The examiner of the platforms in question,is,are,is,are,The examiner of the platforms in question is responsible for the decision.,1,1,4,4,6,7
agr_0206,206,of_in_question,be_present,examiner,examiners,platform,platforms,PS,plural,singular,The examiners of the platform in question,is,are,are,is,The examiners of the platform in question are responsible for the decision.,1,2,5,5,7,8
agr_0206,206,of_in_question,be_present,examiner,examiners,platform,platforms,PP,plural,plural,The examiners of the platforms in question,is,are,are,is,The examiners of the platforms in question are responsible for the decision.,1,2,5,5,7,8
agr_0207,207,of_in_question,be_present,coordinator,coordinators,school,schools,SS,singular,singular,The coordinator of the school in question,is,are,is,are,The coordinator of the school in question is responsible for the decision.,1,1,4,4,6,7
agr_0207,207,of_in_question,be_present,coordinator,coordinators,school,schools,SP,singular,plural,The coordinator of the schools in question,is,are,is,are,The coordinator of the schools in question is responsible for the decision.,1,1,4,4,6,7
agr_0207,207,of_in_question,be_present,coordinator,coordinators,school,schools,PS,plural,singular,The coordinators of the school in question,is,are,are,is,The coordinators of the school in question are responsible for the decision.,1,2,5,5,7,8
agr_0207,207,of_in_question,be_present,coordinator,coordinators,school,schools,PP,plural,plural,The coordinators of the schools in question,is,are,are,is,The coordinators of the schools in question are responsible for the decision.,1,2,5,5,7,8
agr_0208,208,of_in_question,be_present,assistant,assistants,board,boards,SS,singular,singular,The assistant of the board in question,is,are,is,are,The assistant of the board in question is responsible for the decision.,1,1,4,4,6,7
agr_0208,208,of_in_question,be_present,assistant,assistants,board,boards,SP,singular,plural,The assistant of the boards in question,is,are,is,are,The assistant of the boards in question is responsible for the decision.,1,1,4,4,6,7
agr_0208,208,of_in_question,be_present,assistant,assistants,board,boards,PS,plural,singular,The assistants of the board in question,is,are,are,is,The assistants of the board in question are responsible for the decision.,1,1,4,4,6,7
agr_0208,208,of_in_question,be_present,assistant,assistants,board,boards,PP,plural,plural,The assistants of the boards in question,is,are,are,is,The assistants of the boards in question are responsible for the decision.,1,1,4,4,6,7
agr_0209,209,of_in_question,be_present,engineer,engineers,club,clubs,SS,singular,singular,The engineer of the club in question,is,are,is,are,The engineer of the club in question is responsible for the decision.,1,1,4,4,6,7
agr_0209,209,of_in_question,be_present,engineer,engineers,club,clubs,SP,singular,plural,The engineer of the clubs in question,is,are,is,are,The engineer of the clubs in question is responsible for the decision.,1,1,4,4,6,7
agr_0209,209,of_in_question,be_present,engineer,engineers,club,clubs,PS,plural,singular,The engineers of the club in question,is,are,are,is,The engineers of the club in question are responsible for the decision.,1,1,4,4,6,7
agr_0209,209,of_in_question,be_present,engineer,engineers,club,clubs,PP,plural,plural,The engineers of the clubs in question,is,are,are,is,The engineers of the clubs in question are responsible for the decision.,1,1,4,4,6,7
agr_0210,210,of_in_question,be_present,accountant,accountants,board,boards,SS,singular,singular,The accountant of the board in question,is,are,is,are,The accountant of the board in question is responsible for the decision.,1,1,4,4,6,7
agr_0210,210,of_in_question,be_present,accountant,accountants,board,boards,SP,singular,plural,The accountant of the boards in question,is,are,is,are,The accountant of the boards in question is responsible for the decision.,1,1,4,4,6,7
agr_0210,210,of_in_question,be_present,accountant,accountants,board,boards,PS,plural,singular,The accountants of the board in question,is,are,are,is,The accountants of the board in question are responsible for the decision.,1,2,5,5,7,8
agr_0210,210,of_in_question,be_present,accountant,accountants,board,boards,PP,plural,plural,The accountants of the boards in question,is,are,are,is,The accountants of the boards in question are responsible for the decision.,1,2,5,5,7,8
agr_0211,211,of_in_question,be_present,technician,technicians,platform,platforms,SS,singular,singular,The technician of the platform in question,is,are,is,are,The technician of the platform in question is responsible for the decision.,1,1,4,4,6,7
agr_0211,211,of_in_question,be_present,technician,technicians,platform,platforms,SP,singular,plural,The technician of the platforms in question,is,are,is,are,The technician of the platforms in question is responsible for the decision.,1,1,4,4,6,7
agr_0211,211,of_in_question,be_present,technician,technicians,platform,platforms,PS,plural,singular,The technicians of the platform in question,is,are,are,is,The technicians of the platform in question are responsible for the decision.,1,1,4,4,6,7
agr_0211,211,of_in_question,be_present,technician,technicians,platform,platforms,PP,plural,plural,The technicians of the platforms in question,is,are,are,is,The technicians of the platforms in question are responsible for the decision.,1,1,4,4,6,7
agr_0212,212,of_in_question,be_present,artist,artists,enterprise,enterprises,SS,singular,singular,The artist of the enterprise in question,is,are,is,are,The artist of the enterprise in question is responsible for the decision.,1,1,4,4,6,7
agr_0212,212,of_in_question,be_present,artist,artists,enterprise,enterprises,SP,singular,plural,The artist of the enterprises in question,is,are,is,are,The artist of the enterprises in question is responsible for the decision.,1,1,4,4,6,7
agr_0212,212,of_in_question,be_present,artist,artists,enterprise,enterprises,PS,plural,singular,The artists of the enterprise in question,is,are,are,is,The artists of the enterprise in question are responsible for the decision.,1,1,4,4,6,7
agr_0212,212,of_in_question,be_present,artist,artists,enterprise,enterprises,PP,plural,plural,The artists of the enterprises in question,is,are,are,is,The artists of the enterprises in question are responsible for the decision.,1,1,4,4,6,7
agr_0213,213,of_in_question,be_present,lecturer,lecturers,consortium,consortiums,SS,singular,singular,The lecturer of the consortium in question,is,are,is,are,The lecturer of the consortium in question is responsible for the decision.,1,1,4,4,6,7
agr_0213,213,of_in_question,be_present,lecturer,lecturers,consortium,consortiums,SP,singular,plural,The lecturer of the consortiums in question,is,are,is,are,The lecturer of the consortiums in question is responsible for the decision.,1,1,4,5,7,8
agr_0213,213,of_in_question,be_present,lecturer,lecturers,consortium,consortiums,PS,plural,singular,The lecturers of the consortium in question,is,are,are,is,The lecturers of the consortium in question are responsible for the decision.,1,2,5,5,7,8
agr_0213,213,of_in_question,be_present,lecturer,lecturers,consortium,consortiums,PP,plural,plural,The lecturers of the consortiums in question,is,are,are,is,The lecturers of the consortiums in question are responsible for the decision.,1,2,5,6,8,9
agr_0214,214,of_in_question,be_present,builder,builders,laboratory,laboratories,SS,singular,singular,The builder of the laboratory in question,is,are,is,are,The builder of the laboratory in question is responsible for the decision.,1,1,4,4,6,7
agr_0214,214,of_in_question,be_present,builder,builders,laboratory,laboratories,SP,singular,plural,The builder of the laboratories in question,is,are,is,are,The builder of the laboratories in question is responsible for the decision.,1,1,4,4,6,7
agr_0214,214,of_in_question,be_present,builder,builders,laboratory,laboratories,PS,plural,singular,The builders of the laboratory in question,is,are,are,is,The builders of the laboratory in question are responsible for the decision.,1,1,4,4,6,7
agr_0214,214,of_in_question,be_present,builder,builders,laboratory,laboratories,PP,plural,plural,The builders of the laboratories in question,is,are,are,is,The builders of the laboratories in question are responsible for the decision.,1,1,4,4,6,7
agr_0215,215,of_in_question,be_present,driver,drivers,platform,platforms,SS,singular,singular,The driver of the platform in question,is,are,is,are,The driver of the platform in question is responsible for the decision.,1,1,4,4,6,7
agr_0215,215,of_in_question,be_present,driver,drivers,platform,platforms,SP,singular,plural,The driver of the platforms in question,is,are,is,are,The driver of the platforms in question is responsible for the decision.,1,1,4,4,6,7
agr_0215,215,of_in_question,be_present,driver,drivers,platform,platforms,PS,plural,singular,The drivers of the platform in question,is,are,are,is,The drivers of the platform in question are responsible for the decision.,1,1,4,4,6,7
agr_0215,215,of_in_question,be_present,driver,drivers,platform,platforms,PP,plural,plural,The drivers of the platforms in question,is,are,are,is,The drivers of the platforms in question are responsible for the decision.,1,1,4,4,6,7
agr_0216,216,of_in_question,be_present,commissioner,commissioners,consortium,consortiums,SS,singular,singular,The commissioner of the consortium in question,is,are,is,are,The commissioner of the consortium in question is responsible for the decision.,1,1,4,4,6,7
agr_0216,216,of_in_question,be_present,commissioner,commissioners,consortium,consortiums,SP,singular,plural,The commissioner of the consortiums in question,is,are,is,are,The commissioner of the consortiums in question is responsible for the decision.,1,1,4,5,7,8
agr_0216,216,of_in_question,be_present,commissioner,commissioners,consortium,consortiums,PS,plural,singular,The commissioners of the consortium in question,is,are,are,is,The commissioners of the consortium in question are responsible for the decision.,1,1,4,4,6,7
agr_0216,216,of_in_question,be_present,commissioner,commissioners,consortium,consortiums,PP,plural,plural,The commissioners of the consortiums in question,is,are,are,is,The commissioners of the consortiums in question are responsible for the decision.,1,1,4,5,7,8
agr_0217,217,of_in_question,be_present,advisor,advisors,ministry,ministries,SS,singular,singular,The advisor of the ministry in question,is,are,is,are,The advisor of the ministry in question is responsible for the decision.,1,1,4,4,6,7
agr_0217,217,of_in_question,be_present,advisor,advisors,ministry,ministries,SP,singular,plural,The advisor of the ministries in question,is,are,is,are,The advisor of the ministries in question is responsible for the decision.,1,1,4,4,6,7
agr_0217,217,of_in_question,be_present,advisor,advisors,ministry,ministries,PS,plural,singular,The advisors of the ministry in question,is,are,are,is,The advisors of the ministry in question are responsible for the decision.,1,1,4,4,6,7
agr_0217,217,of_in_question,be_present,advisor,advisors,ministry,ministries,PP,plural,plural,The advisors of the ministries in question,is,are,are,is,The advisors of the ministries in question are responsible for the decision.,1,1,4,4,6,7
agr_0218,218,of_in_question,be_present,member,members,network,networks,SS,singular,singular,The member of the network in question,is,are,is,are,The member of the network in question is responsible for the decision.,1,1,4,4,6,7
agr_0218,218,of_in_question,be_present,member,members,network,networks,SP,singular,plural,The member of the networks in question,is,are,is,are,The member of the networks in question is responsible for the decision.,1,1,4,4,6,7
agr_0218,218,of_in_question,be_present,member,members,network,networks,PS,plural,singular,The members of the network in question,is,are,are,is,The members of the network in question are responsible for the decision.,1,1,4,4,6,7
agr_0218,218,of_in_question,be_present,member,members,network,networks,PP,plural,plural,The members of the networks in question,is,are,are,is,The members of the networks in question are responsible for the decision.,1,1,4,4,6,7
agr_0219,219,of_in_question,be_present,author,authors,forum,forums,SS,singular,singular,The author of the forum in question,is,are,is,are,The author of the forum in question is responsible for the decision.,1,1,4,4,6,7
agr_0219,219,of_in_question,be_present,author,authors,forum,forums,SP,singular,plural,The author of the forums in question,is,are,is,are,The author of the forums in question is responsible for the decision.,1,1,4,4,6,7
agr_0219,219,of_in_question,be_present,author,authors,forum,forums,PS,plural,singular,The authors of the forum in question,is,are,are,is,The authors of the forum in question are responsible for the decision.,1,1,4,4,6,7
agr_0219,219,of_in_question,be_present,author,authors,forum,forums,PP,plural,plural,The authors of the forums in question,is,are,are,is,The authors of the forums in question are responsible for the decision.,1,1,4,4,6,7
agr_0220,220,of_in_question,be_present,scientist,scientists,partnership,partnerships,SS,singular,singular,The scientist of the partnership in question,is,are,is,are,The scientist of the partnership in question is responsible for the decision.,1,1,4,4,6,7
agr_0220,220,of_in_question,be_present,scientist,scientists,partnership,partnerships,SP,singular,plural,The scientist of the partnerships in question,is,are,is,are,The scientist of the partnerships in question is responsible for the decision.,1,1,4,4,6,7
agr_0220,220,of_in_question,be_present,scientist,scientists,partnership,partnerships,PS,plural,singular,The scientists of the partnership in question,is,are,are,is,The scientists of the partnership in question are responsible for the decision.,1,1,4,4,6,7
agr_0220,220,of_in_question,be_present,scientist,scientists,partnership,partnerships,PP,plural,plural,The scientists of the partnerships in question,is,are,are,is,The scientists of the partnerships in question are responsible for the decision.,1,1,4,4,6,7
agr_0221,221,of_in_question,be_present,inspector,inspectors,facility,facilities,SS,singular,singular,The inspector of the facility in question,is,are,is,are,The inspector of the facility in question is responsible for the decision.,1,1,4,4,6,7
agr_0221,221,of_in_question,be_present,inspector,inspectors,facility,facilities,SP,singular,plural,The inspector of the facilities in question,is,are,is,are,The inspector of the facilities in question is responsible for the decision.,1,1,4,4,6,7
agr_0221,221,of_in_question,be_present,inspector,inspectors,facility,facilities,PS,plural,singular,The inspectors of the facility in question,is,are,are,is,The inspectors of the facility in question are responsible for the decision.,1,1,4,4,6,7
agr_0221,221,of_in_question,be_present,inspector,inspectors,facility,facilities,PP,plural,plural,The inspectors of the facilities in question,is,are,are,is,The inspectors of the facilities in question are responsible for the decision.,1,1,4,4,6,7
agr_0222,222,of_in_question,be_present,lecturer,lecturers,project,projects,SS,singular,singular,The lecturer of the project in question,is,are,is,are,The lecturer of the project in question is responsible for the decision.,1,1,4,4,6,7
agr_0222,222,of_in_question,be_present,lecturer,lecturers,project,projects,SP,singular,plural,The lecturer of the projects in question,is,are,is,are,The lecturer of the projects in question is responsible for the decision.,1,1,4,4,6,7
agr_0222,222,of_in_question,be_present,lecturer,lecturers,project,projects,PS,plural,singular,The lecturers of the project in question,is,are,are,is,The lecturers of the project in question are responsible for the decision.,1,2,5,5,7,8
agr_0222,222,of_in_question,be_present,lecturer,lecturers,project,projects,PP,plural,plural,The lecturers of the projects in question,is,are,are,is,The lecturers of the projects in question are responsible for the decision.,1,2,5,5,7,8
agr_0223,223,of_in_question,be_present,student,students,ministry,ministries,SS,singular,singular,The student of the ministry in question,is,are,is,are,The student of the ministry in question is responsible for the decision.,1,1,4,4,6,7
